destination,annual_visitors,day,weather,holiday,festival,crowd_score,crowd
Bibi Ka Maqbara,2004535,Friday,Cloudy,No,Yes,39.23,Low
Bibi Ka Maqbara,2004535,Friday,Rainy,No,Yes,29.23,Low
Bibi Ka Maqbara,2004535,Saturday,Sunny,No,Yes,39.23,Low
Bibi Ka Maqbara,2004535,Saturday,Cloudy,No,Yes,39.23,Low
Bibi Ka Maqbara,2004535,Saturday,Rainy,No,Yes,29.23,Low
Bibi Ka Maqbara,2004535,Sunday,Sunny,No,Yes,49.23,Medium
Bibi Ka Maqbara,2004535,Sunday,Cloudy,No,Yes,49.23,Medium
Bibi Ka Maqbara,2004535,Sunday,Rainy,No,Yes,39.23,Low
Bibi Ka Maqbara,2004535,Monday,Sunny,Yes,Yes,39.23,Low
Bibi Ka Maqbara,2004535,Monday,Cloudy,Yes,Yes,39.23,Low
Bibi Ka Maqbara,2004535,Monday,Rainy,Yes,Yes,29.23,Low
Bibi Ka Maqbara,2004535,Tuesday,Sunny,Yes,Yes,39.23,Low
Bibi Ka Maqbara,2004535,Tuesday,Cloudy,Yes,Yes,39.23,Low
Bibi Ka Maqbara,2004535,Tuesday,Rainy,Yes,Yes,29.23,Low
Bibi Ka Maqbara,2004535,Wednesday,Sunny,Yes,Yes,39.23,Low
Bibi Ka Maqbara,2004535,Wednesday,Cloudy,Yes,Yes,39.23,Low
Bibi Ka Maqbara,2004535,Wednesday,Rainy,Yes,Yes,29.23,Low
Bibi Ka Maqbara,2004535,Thursday,Sunny,Yes,Yes,39.23,Low
Bibi Ka Maqbara,2004535,Thursday,Cloudy,Yes,Yes,39.23,Low
Bibi Ka Maqbara,2004535,Thursday,Rainy,Yes,Yes,29.23,Low
Bibi Ka Maqbara,2004535,Friday,Sunny,Yes,Yes,49.23,Medium
Bibi Ka Maqbara,2004535,Friday,Cloudy,Yes,Yes,49.23,Medium
Bibi Ka Maqbara,2004535,Friday,Rainy,Yes,Yes,39.23,Low
Bibi Ka Maqbara,2004535,Saturday,Sunny,Yes,Yes,49.23,Medium
Bibi Ka Maqbara,2004535,Saturday,Cloudy,Yes,Yes,49.23,Medium
Bibi Ka Maqbara,2004535,Saturday,Rainy,Yes,Yes,39.23,Low
Bibi Ka Maqbara,2004535,Sunday,Sunny,Yes,Yes,59.23,Medium
Bibi Ka Maqbara,2004535,Sunday,Cloudy,Yes,Yes,59.23,Medium
Bibi Ka Maqbara,2004535,Sunday,Rainy,Yes,Yes,49.23,Medium
Ellora Caves,1739873,Monday,Sunny,No,No,13.04,Low
Ellora Caves,1739873,Monday,Cloudy,No,No,13.04,Low
Ellora Caves,1739873,Monday,Rainy,No,No,3.04,Low
Ellora Caves,1739873,Tuesday,Sunny,No,No,13.04,Low
Ellora Caves,1739873,Tuesday,Cloudy,No,No,13.04,Low
Ellora Caves,1739873,Tuesday,Rainy,No,No,3.04,Low
Ellora Caves,1739873,Wednesday,Sunny,No,No,13.04,Low
Ellora Caves,1739873,Wednesday,Cloudy,No,No,13.04,Low
Ellora Caves,1739873,Wednesday,Rainy,No,No,3.04,Low
Ellora Caves,1739873,Thursday,Sunny,No,No,13.04,Low
Ellora Caves,1739873,Thursday,Cloudy,No,No,13.04,Low
Ellora Caves,1739873,Thursday,Rainy,No,No,3.04,Low
Ellora Caves,1739873,Friday,Sunny,No,No,23.04,Low
Ellora Caves,1739873,Friday,Cloudy,No,No,23.04,Low
Ellora Caves,1739873,Friday,Rainy,No,No,13.04,Low
Ellora Caves,1739873,Saturday,Sunny,No,No,23.04,Low
Ellora Caves,1739873,Saturday,Cloudy,No,No,23.04,Low
Ellora Caves,1739873,Saturday,Rainy,No,No,13.04,Low
Ellora Caves,1739873,Sunday,Sunny,No,No,33.04,Low
Ellora Caves,1739873,Sunday,Cloudy,No,No,33.04,Low
Ellora Caves,1739873,Sunday,Rainy,No,No,23.04,Low
Ellora Caves,1739873,Monday,Sunny,Yes,No,23.04,Low
Ellora Caves,1739873,Monday,Cloudy,Yes,No,23.04,Low
Ellora Caves,1739873,Monday,Rainy,Yes,No,13.04,Low
Ellora Caves,1739873,Tuesday,Sunny,Yes,No,23.04,Low
Ellora Caves,1739873,Tuesday,Cloudy,Yes,No,23.04,Low
Ellora Caves,1739873,Tuesday,Rainy,Yes,No,13.04,Low
Ellora Caves,1739873,Wednesday,Sunny,Yes,No,23.04,Low
Ellora Caves,1739873,Wednesday,Cloudy,Yes,No,23.04,Low
Ellora Caves,1739873,Wednesday,Rainy,Yes,No,13.04,Low
Ellora Caves,1739873,Thursday,Sunny,Yes,No,23.04,Low
Ellora Caves,1739873,Thursday,Cloudy,Yes,No,23.04,Low
Ellora Caves,1739873,Thursday,Rainy,Yes,No,13.04,Low
Ellora Caves,1739873,Friday,Sunny,Yes,No,33.04,Low
Ellora Caves,1739873,Friday,Cloudy,Yes,No,33.04,Low
Ellora Caves,1739873,Friday,Rainy,Yes,No,23.04,Low
Ellora Caves,1739873,Saturday,Sunny,Yes,No,33.04,Low
Ellora Caves,1739873,Saturday,Cloudy,Yes,No,33.04,Low
Ellora Caves,1739873,Saturday,Rainy,Yes,No,23.04,Low
Ellora Caves,1739873,Sunday,Sunny,Yes,No,43.04,Medium
Ellora Caves,1739873,Sunday,Cloudy,Yes,No,43.04,Medium
Ellora Caves,1739873,Sunday,Rainy,Yes,No,33.04,Low
Ellora Caves,1739873,Monday,Sunny,No,Yes,28.04,Low
Ellora Caves,1739873,Monday,Cloudy,No,Yes,28.04,Low
Ellora Caves,1739873,Monday,Rainy,No,Yes,18.04,Low
Ellora Caves,1739873,Tuesday,Sunny,No,Yes,28.04,Low
Ellora Caves,1739873,Tuesday,Cloudy,No,Yes,28.04,Low
Ellora Caves,1739873,Tuesday,Rainy,No,Yes,18.04,Low
Ellora Caves,1739873,Wednesday,Sunny,No,Yes,28.04,Low
Ellora Caves,1739873,Wednesday,Cloudy,No,Yes,28.04,Low
Ellora Caves,1739873,Wednesday,Rainy,No,Yes,18.04,Low
Ellora Caves,1739873,Thursday,Sunny,No,Yes,28.04,Low
Ellora Caves,1739873,Thursday,Cloudy,No,Yes,28.04,Low
Ellora Caves,1739873,Thursday,Rainy,No,Yes,18.04,Low
Ellora Caves,1739873,Friday,Sunny,No,Yes,38.04,Low
Ellora Caves,1739873,Friday,Cloudy,No,Yes,38.04,Low
Ellora Caves,1739873,Friday,Rainy,No,Yes,28.04,Low
Ellora Caves,1739873,Saturday,Sunny,No,Yes,38.04,Low
Ellora Caves,1739873,Saturday,Cloudy,No,Yes,38.04,Low
Ellora Caves,1739873,Saturday,Rainy,No,Yes,28.04,Low
Ellora Caves,1739873,Sunday,Sunny,No,Yes,48.04,Medium
Ellora Caves,1739873,Sunday,Cloudy,No,Yes,48.04,Medium
Ellora Caves,1739873,Sunday,Rainy,No,Yes,38.04,Low
Ellora Caves,1739873,Monday,Sunny,Yes,Yes,38.04,Low
Ellora Caves,1739873,Monday,Cloudy,Yes,Yes,38.04,Low
Ellora Caves,1739873,Monday,Rainy,Yes,Yes,28.04,Low
Ellora Caves,1739873,Tuesday,Sunny,Yes,Yes,38.04,Low
Ellora Caves,1739873,Tuesday,Cloudy,Yes,Yes,38.04,Low
Ellora Caves,1739873,Tuesday,Rainy,Yes,Yes,28.04,Low
Ellora Caves,1739873,Wednesday,Sunny,Yes,Yes,38.04,Low
Ellora Caves,1739873,Wednesday,Cloudy,Yes,Yes,38.04,Low
Ellora Caves,1739873,Wednesday,Rainy,Yes,Yes,28.04,Low
Ellora Caves,1739873,Thursday,Sunny,Yes,Yes,38.04,Low
Ellora Caves,1739873,Thursday,Cloudy,Yes,Yes,38.04,Low
Ellora Caves,1739873,Thursday,Rainy,Yes,Yes,28.04,Low
Ellora Caves,1739873,Friday,Sunny,Yes,Yes,48.04,Medium
Ellora Caves,1739873,Friday,Cloudy,Yes,Yes,48.04,Medium
Ellora Caves,1739873,Friday,Rainy,Yes,Yes,38.04,Low
Ellora Caves,1739873,Saturday,Sunny,Yes,Yes,48.04,Medium
Ellora Caves,1739873,Saturday,Cloudy,Yes,Yes,48.04,Medium
Ellora Caves,1739873,Saturday,Rainy,Yes,Yes,38.04,Low
Ellora Caves,1739873,Sunday,Sunny,Yes,Yes,58.04,Medium
Ellora Caves,1739873,Sunday,Cloudy,Yes,Yes,58.04,Medium
Ellora Caves,1739873,Sunday,Rainy,Yes,Yes,48.04,Medium
Golkonda Fort,1563524,Monday,Sunny,No,No,12.15,Low
Golkonda Fort,1563524,Monday,Cloudy,No,No,12.15,Low
Golkonda Fort,1563524,Monday,Rainy,No,No,2.15,Low
Golkonda Fort,1563524,Tuesday,Sunny,No,No,12.15,Low
Golkonda Fort,1563524,Tuesday,Cloudy,No,No,12.15,Low
Golkonda Fort,1563524,Tuesday,Rainy,No,No,2.15,Low
Golkonda Fort,1563524,Wednesday,Sunny,No,No,12.15,Low
Golkonda Fort,1563524,Wednesday,Cloudy,No,No,12.15,Low
Golkonda Fort,1563524,Wednesday,Rainy,No,No,2.15,Low
Golkonda Fort,1563524,Thursday,Sunny,No,No,12.15,Low
Golkonda Fort,1563524,Thursday,Cloudy,No,No,12.15,Low
Golkonda Fort,1563524,Thursday,Rainy,No,No,2.15,Low
Golkonda Fort,1563524,Friday,Sunny,No,No,22.15,Low
Golkonda Fort,1563524,Friday,Cloudy,No,No,22.15,Low
Golkonda Fort,1563524,Friday,Rainy,No,No,12.15,Low
Golkonda Fort,1563524,Saturday,Sunny,No,No,22.15,Low
Golkonda Fort,1563524,Saturday,Cloudy,No,No,22.15,Low
Golkonda Fort,1563524,Saturday,Rainy,No,No,12.15,Low
Golkonda Fort,1563524,Sunday,Sunny,No,No,32.15,Low
Golkonda Fort,1563524,Sunday,Cloudy,No,No,32.15,Low
Golkonda Fort,1563524,Sunday,Rainy,No,No,22.15,Low
Golkonda Fort,1563524,Monday,Sunny,Yes,No,22.15,Low
Golkonda Fort,1563524,Monday,Cloudy,Yes,No,22.15,Low
Golkonda Fort,1563524,Monday,Rainy,Yes,No,12.15,Low
Golkonda Fort,1563524,Tuesday,Sunny,Yes,No,22.15,Low
Golkonda Fort,1563524,Tuesday,Cloudy,Yes,No,22.15,Low
Golkonda Fort,1563524,Tuesday,Rainy,Yes,No,12.15,Low
Golkonda Fort,1563524,Wednesday,Sunny,Yes,No,22.15,Low
Golkonda Fort,1563524,Wednesday,Cloudy,Yes,No,22.15,Low
Golkonda Fort,1563524,Wednesday,Rainy,Yes,No,12.15,Low
Golkonda Fort,1563524,Thursday,Sunny,Yes,No,22.15,Low
Golkonda Fort,1563524,Thursday,Cloudy,Yes,No,22.15,Low
Golkonda Fort,1563524,Thursday,Rainy,Yes,No,12.15,Low
Golkonda Fort,1563524,Friday,Sunny,Yes,No,32.15,Low
Golkonda Fort,1563524,Friday,Cloudy,Yes,No,32.15,Low
Golkonda Fort,1563524,Friday,Rainy,Yes,No,22.15,Low
Golkonda Fort,1563524,Saturday,Sunny,Yes,No,32.15,Low
Golkonda Fort,1563524,Saturday,Cloudy,Yes,No,32.15,Low
Golkonda Fort,1563524,Saturday,Rainy,Yes,No,22.15,Low
Golkonda Fort,1563524,Sunday,Sunny,Yes,No,42.15,Medium
Golkonda Fort,1563524,Sunday,Cloudy,Yes,No,42.15,Medium
Golkonda Fort,1563524,Sunday,Rainy,Yes,No,32.15,Low
Golkonda Fort,1563524,Monday,Sunny,No,Yes,27.15,Low
Golkonda Fort,1563524,Monday,Cloudy,No,Yes,27.15,Low
Golkonda Fort,1563524,Monday,Rainy,No,Yes,17.15,Low
Golkonda Fort,1563524,Tuesday,Sunny,No,Yes,27.15,Low
Golkonda Fort,1563524,Tuesday,Cloudy,No,Yes,27.15,Low
Golkonda Fort,1563524,Tuesday,Rainy,No,Yes,17.15,Low
Golkonda Fort,1563524,Wednesday,Sunny,No,Yes,27.15,Low
Golkonda Fort,1563524,Wednesday,Cloudy,No,Yes,27.15,Low
Golkonda Fort,1563524,Wednesday,Rainy,No,Yes,17.15,Low
Golkonda Fort,1563524,Thursday,Sunny,No,Yes,27.15,Low
Golkonda Fort,1563524,Thursday,Cloudy,No,Yes,27.15,Low
Golkonda Fort,1563524,Thursday,Rainy,No,Yes,17.15,Low
Golkonda Fort,1563524,Friday,Sunny,No,Yes,37.15,Low
Golkonda Fort,1563524,Friday,Cloudy,No,Yes,37.15,Low
Golkonda Fort,1563524,Friday,Rainy,No,Yes,27.15,Low
Golkonda Fort,1563524,Saturday,Sunny,No,Yes,37.15,Low
Golkonda Fort,1563524,Saturday,Cloudy,No,Yes,37.15,Low
Golkonda Fort,1563524,Saturday,Rainy,No,Yes,27.15,Low
Golkonda Fort,1563524,Sunday,Sunny,No,Yes,47.15,Medium
Golkonda Fort,1563524,Sunday,Cloudy,No,Yes,47.15,Medium
Golkonda Fort,1563524,Sunday,Rainy,No,Yes,37.15,Low
Golkonda Fort,1563524,Monday,Sunny,Yes,Yes,37.15,Low
Golkonda Fort,1563524,Monday,Cloudy,Yes,Yes,37.15,Low
Golkonda Fort,1563524,Monday,Rainy,Yes,Yes,27.15,Low
Golkonda Fort,1563524,Tuesday,Sunny,Yes,Yes,37.15,Low
Golkonda Fort,1563524,Tuesday,Cloudy,Yes,Yes,37.15,Low
Golkonda Fort,1563524,Tuesday,Rainy,Yes,Yes,27.15,Low
Golkonda Fort,1563524,Wednesday,Sunny,Yes,Yes,37.15,Low
Golkonda Fort,1563524,Wednesday,Cloudy,Yes,Yes,37.15,Low
Golkonda Fort,1563524,Wednesday,Rainy,Yes,Yes,27.15,Low
Golkonda Fort,1563524,Thursday,Sunny,Yes,Yes,37.15,Low
Golkonda Fort,1563524,Thursday,Cloudy,Yes,Yes,37.15,Low
Golkonda Fort,1563524,Thursday,Rainy,Yes,Yes,27.15,Low
Golkonda Fort,1563524,Friday,Sunny,Yes,Yes,47.15,Medium
Golkonda Fort,1563524,Friday,Cloudy,Yes,Yes,47.15,Medium
Golkonda Fort,1563524,Friday,Rainy,Yes,Yes,37.15,Low
Golkonda Fort,1563524,Saturday,Sunny,Yes,Yes,47.15,Medium
Golkonda Fort,1563524,Saturday,Cloudy,Yes,Yes,47.15,Medium
Golkonda Fort,1563524,Saturday,Rainy,Yes,Yes,37.15,Low
Golkonda Fort,1563524,Sunday,Sunny,Yes,Yes,57.15,Medium
Golkonda Fort,1563524,Sunday,Cloudy,Yes,Yes,57.15,Medium
Golkonda Fort,1563524,Sunday,Rainy,Yes,Yes,47.15,Medium
Agra Fort,1545550,Monday,Sunny,No,No,12.05,Low
Agra Fort,1545550,Monday,Cloudy,No,No,12.05,Low
Agra Fort,1545550,Monday,Rainy,No,No,2.05,Low
Agra Fort,1545550,Tuesday,Sunny,No,No,12.05,Low
Agra Fort,1545550,Tuesday,Cloudy,No,No,12.05,Low
Agra Fort,1545550,Tuesday,Rainy,No,No,2.05,Low
Agra Fort,1545550,Wednesday,Sunny,No,No,12.05,Low
Agra Fort,1545550,Wednesday,Cloudy,No,No,12.05,Low
Agra Fort,1545550,Wednesday,Rainy,No,No,2.05,Low
Agra Fort,1545550,Thursday,Sunny,No,No,12.05,Low
Agra Fort,1545550,Thursday,Cloudy,No,No,12.05,Low
Agra Fort,1545550,Thursday,Rainy,No,No,2.05,Low
Agra Fort,1545550,Friday,Sunny,No,No,22.05,Low
Agra Fort,1545550,Friday,Cloudy,No,No,22.05,Low
Agra Fort,1545550,Friday,Rainy,No,No,12.05,Low
Agra Fort,1545550,Saturday,Sunny,No,No,22.05,Low
Agra Fort,1545550,Saturday,Cloudy,No,No,22.05,Low
Agra Fort,1545550,Saturday,Rainy,No,No,12.05,Low
Agra Fort,1545550,Sunday,Sunny,No,No,32.05,Low
Agra Fort,1545550,Sunday,Cloudy,No,No,32.05,Low
Agra Fort,1545550,Sunday,Rainy,No,No,22.05,Low
Agra Fort,1545550,Monday,Sunny,Yes,No,22.05,Low
Agra Fort,1545550,Monday,Cloudy,Yes,No,22.05,Low
Agra Fort,1545550,Monday,Rainy,Yes,No,12.05,Low
Agra Fort,1545550,Tuesday,Sunny,Yes,No,22.05,Low
Agra Fort,1545550,Tuesday,Cloudy,Yes,No,22.05,Low
Agra Fort,1545550,Tuesday,Rainy,Yes,No,12.05,Low
Agra Fort,1545550,Wednesday,Sunny,Yes,No,22.05,Low
Agra Fort,1545550,Wednesday,Cloudy,Yes,No,22.05,Low
Agra Fort,1545550,Wednesday,Rainy,Yes,No,12.05,Low
Agra Fort,1545550,Thursday,Sunny,Yes,No,22.05,Low
Agra Fort,1545550,Thursday,Cloudy,Yes,No,22.05,Low
Agra Fort,1545550,Thursday,Rainy,Yes,No,12.05,Low
Agra Fort,1545550,Friday,Sunny,Yes,No,32.05,Low
Agra Fort,1545550,Friday,Cloudy,Yes,No,32.05,Low
Agra Fort,1545550,Friday,Rainy,Yes,No,22.05,Low
Agra Fort,1545550,Saturday,Sunny,Yes,No,32.05,Low
Agra Fort,1545550,Saturday,Cloudy,Yes,No,32.05,Low
Agra Fort,1545550,Saturday,Rainy,Yes,No,22.05,Low
Agra Fort,1545550,Sunday,Sunny,Yes,No,42.05,Medium
Agra Fort,1545550,Sunday,Cloudy,Yes,No,42.05,Medium
Agra Fort,1545550,Sunday,Rainy,Yes,No,32.05,Low
Agra Fort,1545550,Monday,Sunny,No,Yes,27.05,Low
Agra Fort,1545550,Monday,Cloudy,No,Yes,27.05,Low
Agra Fort,1545550,Monday,Rainy,No,Yes,17.05,Low
Agra Fort,1545550,Tuesday,Sunny,No,Yes,27.05,Low
Agra Fort,1545550,Tuesday,Cloudy,No,Yes,27.05,Low
Agra Fort,1545550,Tuesday,Rainy,No,Yes,17.05,Low
Agra Fort,1545550,Wednesday,Sunny,No,Yes,27.05,Low
Agra Fort,1545550,Wednesday,Cloudy,No,Yes,27.05,Low
Agra Fort,1545550,Wednesday,Rainy,No,Yes,17.05,Low
Agra Fort,1545550,Thursday,Sunny,No,Yes,27.05,Low
Agra Fort,1545550,Thursday,Cloudy,No,Yes,27.05,Low
Agra Fort,1545550,Thursday,Rainy,No,Yes,17.05,Low
Agra Fort,1545550,Friday,Sunny,No,Yes,37.05,Low
Agra Fort,1545550,Friday,Cloudy,No,Yes,37.05,Low
Agra Fort,1545550,Friday,Rainy,No,Yes,27.05,Low
Agra Fort,1545550,Saturday,Sunny,No,Yes,37.05,Low
Agra Fort,1545550,Saturday,Cloudy,No,Yes,37.05,Low
Agra Fort,1545550,Saturday,Rainy,No,Yes,27.05,Low
Agra Fort,1545550,Sunday,Sunny,No,Yes,47.05,Medium
Agra Fort,1545550,Sunday,Cloudy,No,Yes,47.05,Medium
Agra Fort,1545550,Sunday,Rainy,No,Yes,37.05,Low
Agra Fort,1545550,Monday,Sunny,Yes,Yes,37.05,Low
Agra Fort,1545550,Monday,Cloudy,Yes,Yes,37.05,Low
Agra Fort,1545550,Monday,Rainy,Yes,Yes,27.05,Low
Agra Fort,1545550,Tuesday,Sunny,Yes,Yes,37.05,Low
Agra Fort,1545550,Tuesday,Cloudy,Yes,Yes,37.05,Low
Agra Fort,1545550,Tuesday,Rainy,Yes,Yes,27.05,Low
Agra Fort,1545550,Wednesday,Sunny,Yes,Yes,37.05,Low
Agra Fort,1545550,Wednesday,Cloudy,Yes,Yes,37.05,Low
Agra Fort,1545550,Wednesday,Rainy,Yes,Yes,27.05,Low
Agra Fort,1545550,Thursday,Sunny,Yes,Yes,37.05,Low
Agra Fort,1545550,Thursday,Cloudy,Yes,Yes,37.05,Low
Agra Fort,1545550,Thursday,Rainy,Yes,Yes,27.05,Low
Agra Fort,1545550,Friday,Sunny,Yes,Yes,47.05,Medium
Agra Fort,1545550,Friday,Cloudy,Yes,Yes,47.05,Medium
Agra Fort,1545550,Friday,Rainy,Yes,Yes,37.05,Low
Agra Fort,1545550,Saturday,Sunny,Yes,Yes,47.05,Medium
Agra Fort,1545550,Saturday,Cloudy,Yes,Yes,47.05,Medium
Agra Fort,1545550,Saturday,Rainy,Yes,Yes,37.05,Low
Agra Fort,1545550,Sunday,Sunny,Yes,Yes,57.05,Medium
Agra Fort,1545550,Sunday,Cloudy,Yes,Yes,57.05,Medium
Agra Fort,1545550,Sunday,Rainy,Yes,Yes,47.05,Medium
Upper Fort Aguada,1358790,Monday,Sunny,No,No,10.98,Low
Upper Fort Aguada,1358790,Monday,Cloudy,No,No,10.98,Low
Upper Fort Aguada,1358790,Monday,Rainy,No,No,0.98,Low
Upper Fort Aguada,1358790,Tuesday,Sunny,No,No,10.98,Low
Upper Fort Aguada,1358790,Tuesday,Cloudy,No,No,10.98,Low
Upper Fort Aguada,1358790,Tuesday,Rainy,No,No,0.98,Low
Upper Fort Aguada,1358790,Wednesday,Sunny,No,No,10.98,Low
Upper Fort Aguada,1358790,Wednesday,Cloudy,No,No,10.98,Low
Upper Fort Aguada,1358790,Wednesday,Rainy,No,No,0.98,Low
Upper Fort Aguada,1358790,Thursday,Sunny,No,No,10.98,Low
Upper Fort Aguada,1358790,Thursday,Cloudy,No,No,10.98,Low
Upper Fort Aguada,1358790,Thursday,Rainy,No,No,0.98,Low
Upper Fort Aguada,1358790,Friday,Sunny,No,No,20.98,Low
Upper Fort Aguada,1358790,Friday,Cloudy,No,No,20.98,Low
Upper Fort Aguada,1358790,Friday,Rainy,No,No,10.98,Low
Upper Fort Aguada,1358790,Saturday,Sunny,No,No,20.98,Low
Upper Fort Aguada,1358790,Saturday,Cloudy,No,No,20.98,Low
Upper Fort Aguada,1358790,Saturday,Rainy,No,No,10.98,Low
Upper Fort Aguada,1358790,Sunday,Sunny,No,No,30.98,Low
Upper Fort Aguada,1358790,Sunday,Cloudy,No,No,30.98,Low
Upper Fort Aguada,1358790,Sunday,Rainy,No,No,20.98,Low
Upper Fort Aguada,1358790,Monday,Sunny,Yes,No,20.98,Low
Upper Fort Aguada,1358790,Monday,Cloudy,Yes,No,20.98,Low
Upper Fort Aguada,1358790,Monday,Rainy,Yes,No,10.98,Low
Upper Fort Aguada,1358790,Tuesday,Sunny,Yes,No,20.98,Low
Upper Fort Aguada,1358790,Tuesday,Cloudy,Yes,No,20.98,Low
Upper Fort Aguada,1358790,Tuesday,Rainy,Yes,No,10.98,Low
Upper Fort Aguada,1358790,Wednesday,Sunny,Yes,No,20.98,Low
Upper Fort Aguada,1358790,Wednesday,Cloudy,Yes,No,20.98,Low
Upper Fort Aguada,1358790,Wednesday,Rainy,Yes,No,10.98,Low
Upper Fort Aguada,1358790,Thursday,Sunny,Yes,No,20.98,Low
Upper Fort Aguada,1358790,Thursday,Cloudy,Yes,No,20.98,Low
Upper Fort Aguada,1358790,Thursday,Rainy,Yes,No,10.98,Low
Upper Fort Aguada,1358790,Friday,Sunny,Yes,No,30.98,Low
Upper Fort Aguada,1358790,Friday,Cloudy,Yes,No,30.98,Low
Upper Fort Aguada,1358790,Friday,Rainy,Yes,No,20.98,Low
Upper Fort Aguada,1358790,Saturday,Sunny,Yes,No,30.98,Low
Upper Fort Aguada,1358790,Saturday,Cloudy,Yes,No,30.98,Low
Upper Fort Aguada,1358790,Saturday,Rainy,Yes,No,20.98,Low
Upper Fort Aguada,1358790,Sunday,Sunny,Yes,No,40.98,Medium
Upper Fort Aguada,1358790,Sunday,Cloudy,Yes,No,40.98,Medium
Upper Fort Aguada,1358790,Sunday,Rainy,Yes,No,30.98,Low
Upper Fort Aguada,1358790,Monday,Sunny,No,Yes,25.98,Low
Upper Fort Aguada,1358790,Monday,Cloudy,No,Yes,25.98,Low
Upper Fort Aguada,1358790,Monday,Rainy,No,Yes,15.98,Low
Upper Fort Aguada,1358790,Tuesday,Sunny,No,Yes,25.98,Low
Upper Fort Aguada,1358790,Tuesday,Cloudy,No,Yes,25.98,Low
Upper Fort Aguada,1358790,Tuesday,Rainy,No,Yes,15.98,Low
Upper Fort Aguada,1358790,Wednesday,Sunny,No,Yes,25.98,Low
Upper Fort Aguada,1358790,Wednesday,Cloudy,No,Yes,25.98,Low
Upper Fort Aguada,1358790,Wednesday,Rainy,No,Yes,15.98,Low
Upper Fort Aguada,1358790,Thursday,Sunny,No,Yes,25.98,Low
Upper Fort Aguada,1358790,Thursday,Cloudy,No,Yes,25.98,Low
Upper Fort Aguada,1358790,Thursday,Rainy,No,Yes,15.98,Low
Upper Fort Aguada,1358790,Friday,Sunny,No,Yes,35.98,Low
Upper Fort Aguada,1358790,Friday,Cloudy,No,Yes,35.98,Low
Upper Fort Aguada,1358790,Friday,Rainy,No,Yes,25.98,Low
Upper Fort Aguada,1358790,Saturday,Sunny,No,Yes,35.98,Low
Upper Fort Aguada,1358790,Saturday,Cloudy,No,Yes,35.98,Low
Upper Fort Aguada,1358790,Saturday,Rainy,No,Yes,25.98,Low
Upper Fort Aguada,1358790,Sunday,Sunny,No,Yes,45.98,Medium
Upper Fort Aguada,1358790,Sunday,Cloudy,No,Yes,45.98,Medium
Upper Fort Aguada,1358790,Sunday,Rainy,No,Yes,35.98,Low
Upper Fort Aguada,1358790,Monday,Sunny,Yes,Yes,35.98,Low
Upper Fort Aguada,1358790,Monday,Cloudy,Yes,Yes,35.98,Low
Upper Fort Aguada,1358790,Monday,Rainy,Yes,Yes,25.98,Low
Upper Fort Aguada,1358790,Tuesday,Sunny,Yes,Yes,35.98,Low
Upper Fort Aguada,1358790,Tuesday,Cloudy,Yes,Yes,35.98,Low
Upper Fort Aguada,1358790,Tuesday,Rainy,Yes,Yes,25.98,Low
Upper Fort Aguada,1358790,Wednesday,Sunny,Yes,Yes,35.98,Low
Upper Fort Aguada,1358790,Wednesday,Cloudy,Yes,Yes,35.98,Low
Upper Fort Aguada,1358790,Wednesday,Rainy,Yes,Yes,25.98,Low
Upper Fort Aguada,1358790,Thursday,Sunny,Yes,Yes,35.98,Low
Upper Fort Aguada,1358790,Thursday,Cloudy,Yes,Yes,35.98,Low
Upper Fort Aguada,1358790,Thursday,Rainy,Yes,Yes,25.98,Low
Upper Fort Aguada,1358790,Friday,Sunny,Yes,Yes,45.98,Medium
Upper Fort Aguada,1358790,Friday,Cloudy,Yes,Yes,45.98,Medium
Upper Fort Aguada,1358790,Friday,Rainy,Yes,Yes,35.98,Low
Upper Fort Aguada,1358790,Saturday,Sunny,Yes,Yes,45.98,Medium
Upper Fort Aguada,1358790,Saturday,Cloudy,Yes,Yes,45.98,Medium
Upper Fort Aguada,1358790,Saturday,Rainy,Yes,Yes,35.98,Low
Upper Fort Aguada,1358790,Sunday,Sunny,Yes,Yes,55.98,Medium
Upper Fort Aguada,1358790,Sunday,Cloudy,Yes,Yes,55.98,Medium
Upper Fort Aguada,1358790,Sunday,Rainy,Yes,Yes,45.98,Medium
Charminar,1343503,Monday,Sunny,No,No,10.88,Low
Charminar,1343503,Monday,Cloudy,No,No,10.88,Low
Charminar,1343503,Monday,Rainy,No,No,0.88,Low
Charminar,1343503,Tuesday,Sunny,No,No,10.88,Low
Charminar,1343503,Tuesday,Cloudy,No,No,10.88,Low
Charminar,1343503,Tuesday,Rainy,No,No,0.88,Low
Charminar,1343503,Wednesday,Sunny,No,No,10.88,Low
Charminar,1343503,Wednesday,Cloudy,No,No,10.88,Low
Charminar,1343503,Wednesday,Rainy,No,No,0.88,Low
Charminar,1343503,Thursday,Sunny,No,No,10.88,Low
Charminar,1343503,Thursday,Cloudy,No,No,10.88,Low
Charminar,1343503,Thursday,Rainy,No,No,0.88,Low
Charminar,1343503,Friday,Sunny,No,No,20.88,Low
Charminar,1343503,Friday,Cloudy,No,No,20.88,Low
Charminar,1343503,Friday,Rainy,No,No,10.88,Low
Charminar,1343503,Saturday,Sunny,No,No,20.88,Low
Charminar,1343503,Saturday,Cloudy,No,No,20.88,Low
Charminar,1343503,Saturday,Rainy,No,No,10.88,Low
Charminar,1343503,Sunday,Sunny,No,No,30.88,Low
